Ime.i.prezime,Tijelo.javne.vlasti,Izvor.informacija,Godina,Datum.putovanja.polazak,Datum.putovanja.povratak,Odrediste,Broj.osoba.u.pratnji,Koristen.Vladin.zrakoplov,Iznos.putnih.troskova.po.sluzbenom.putovanju.u.kn,Iznos.troskova.smjestaja.po.sluzbenom.putovanju.u.kn,Iznos.troskova.reprezentacije.u.kn,Ukupni.troskovi.u.kn,Prosjek.troska.u.kn.po.osobi,Mjesec
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2016,2016-12-22,2016-12-22,Slavonski Brod,2,ne,0,0,0,0,0,12
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-01-19,2017-01-20,Davos,3,da,2435.2,12905.86,0,15341.06,3835.265,1
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-01-23,2017-01-24,Tel Aviv,4,da,2544,0,0,2544,508.8,1
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-03-02,2017-03-03,Malta,5,da,2730.6,5433.81,0,8164.41,1360.735,3
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-03-09,2017-03-10,Bruxelles,6,da,3661.98,19225.07,0,22887.05,3269.578571,3
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-03-24,2017-03-25,Rim,4,da,2621.34,16527.47,0,19148.81,3829.762,3
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-03-29,2017-03-30,Malta,4,da,2247.66,8475.94,0,10723.6,2144.72,3
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-04-03,2017-04-04,Mostar,2,djelomično,677.1,4115.95,0,4793.05,1597.683333,4
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-04-09,2017-04-09,Dubrovnik,4,da,0,0,0,0,0,4
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-04-28,2017-04-29,Bruxelles,3,da,2105.11,11034.07,0,13139.18,3284.795,4
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-05-05,2017-05-05,Beč,3,da,0,0,0,0,0,5
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-05-07,2017-05-07,Split,2,da,85,0,0,85,28.33333333,5
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-05-18,2017-05-19,Mostar,2,ne,340.31,5171.44,0,5511.75,1837.25,5
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-06-22,2017-06-23,Bruxelles,3,da,3152.28,12179.02,0,15331.3,3832.825,6
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-06-30,2017-07-01,Dubrovnik,3,da,0,5142.3,0,5142.3,1285.575,6
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-07-06,2017-07-07,Sarajevo,4,da,13544.45,2400.4,0,15944.85,3188.97,7
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-07-10,2017-07-11,Dubrovnik,2,da,0,8682.59,0,8682.59,2894.196667,7
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-07-12,2017-07-13,Ljubljana,2,ne,1577.8,7758.8,0,9336.6,3112.2,7
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-07-18,2017-07-18,Split,3,da,0,0,0,0,0,7
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-08-01,2017-08-02,Podgorica,2,ne,6436.15,1372.62,0,7808.77,2602.923333,8
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-08-04,2017-08-06,Knin,5,ne,680,10066,0,10746,1791,8
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-08-14,2017-08-15,Jelsa,1,ne,0,6738,0,6738,3369,8
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-02-06,2017-02-06,Bedekovčina,3,ne,0,0,0,0,0,2
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-02-10,2017-02-10,Šibenik,2,ne,0,0,0,0,0,2
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-02-10,2017-02-10,Zadar,2,ne,0,0,0,0,0,2
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-02-17,2017-02-17,Dugopolje,2,ne,0,0,0,0,0,2
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-02-23,2017-02-23,Sisak,4,ne,0,0,0,0,0,2
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-02-24,2017-02-24,Virovitica,2,ne,0,0,0,0,0,2
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-04-11,2017-04-11,Osijek,3,ne,0,0,0,0,0,4
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-04-21,2017-04-21,Požega,2,ne,0,0,0,0,0,4
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-04-23,2017-04-23,Jasenovac,3,ne,0,0,0,0,0,4
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-05-01,2017-05-01,Okučani,1,ne,0,0,0,0,0,5
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-05-06,2017-05-06,Vinkovci,3,ne,0,0,0,0,0,5
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-05-11,2017-05-11,Đakovo,2,ne,0,0,0,0,0,5
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-05-12,2017-05-12,Mursko Središće,2,ne,0,0,0,0,0,5
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-05-16,2017-05-16,Koprivnica,2,ne,0,0,0,0,0,5
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-05-17,2017-05-17,Vodice,2,ne,0,0,0,0,0,5
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-05-25,2017-05-25,Kutina,2,ne,0,0,0,0,0,5
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-06-20,2017-06-20,Ivanec,2,ne,0,0,0,0,0,6
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-07-03,2017-07-03,Požega,2,ne,0,0,0,0,0,7
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-07-05,2017-07-05,Bakar,2,ne,0,0,0,0,0,7
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-07-21,2017-07-21,Sinj,2,ne,0,0,0,0,0,7
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-07-29,2017-07-29,Budimpešta,2,ne,0,0,0,0,0,7
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-08-20,2017-08-20,Barban,0,ne,0,0,0,0,0,8
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-08-23,2017-08-23,Poreč,2,ne,0,0,0,0,0,8
Andrej Plenković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_plenkovica_pre,2017,2017-08-24,2017-08-24,Varaždin,2,ne,0,0,0,0,0,8
Tomislav Ćorić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_corica_ministr_2,2016,2016-11-09,2016-11-10,Opatija,1,ne,150,416,0,566,283,11
Tomislav Ćorić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_corica_ministr_2,2016,2016-11-14,2016-11-15,Dubrovnik,2,ne,600,0,0,600,200,11
Tomislav Ćorić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_corica_ministr_2,2016,2016-11-17,2016-11-18,Vukovar,2,ne,450,207,0,657,219,11
Tomislav Ćorić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_corica_ministr_2,2016,2016-12-05,2016-12-05,Čakovec,1,ne,0,0,0,0,0,12
Tomislav Ćorić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_corica_ministr_2,2016,2016-12-20,2016-12-20,Knin,2,ne,300,0,0,300,100,12
Tomislav Ćorić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_corica_ministr_2,2016,2016-12-07,2016-12-08,Belgija,1,ne,8560.25,3327.71,0,11887.96,5943.98,12
Tomislav Ćorić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_corica_ministr_2,2017,2017-01-27,2017-01-27,Karlovac,3,ne,0,0,0,0,0,1
Tomislav Ćorić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_corica_ministr_2,2017,2017-02-15,2017-02-15,Sisak,3,ne,0,0,0,0,0,2
Tomislav Ćorić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_corica_ministr_2,2017,2017-02-08,2017-02-08,Slavonski Brod,3,ne,300,0,0,300,75,2
Tomislav Ćorić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_corica_ministr_2,2017,2017-03-07,2017-03-07,Osijek,3,ne,225,0,0,225,56.25,3
Tomislav Ćorić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_corica_ministr_2,2017,2017-03-20,2017-03-21,Knin,3,ne,490,1379.96,0,1869.96,467.49,3
Tomislav Ćorić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_corica_ministr_2,2017,2017-03-23,2017-03-24,Medulin,2,ne,680,1713,0,2393,797.6666667,3
Tomislav Ćorić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_corica_ministr_2,2017,2017-03-30,2017-03-31,Mrežnica,2,ne,150,810,0,960,320,3
Tomislav Ćorić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_corica_ministr_2,2017,2017-04-11,2017-04-11,Rijeka,3,ne,340,0,0,340,85,4
Tomislav Ćorić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_corica_ministr_2,2017,2017-04-28,2017-04-28,Opatija,2,ne,0,0,0,0,0,4
Tomislav Ćorić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_corica_ministr_2,2017,2017-05-04,2017-05-05,Šibenik,1,ne,170,637,0,807,403.5,5
Tomislav Ćorić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_corica_ministr_2,2017,2017-05-06,2017-05-06,Vukovar,1,ne,170,0,0,170,85,5
Tomislav Ćorić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_corica_ministr_2,2017,2017-05-16,2017-05-16,Vukovar,2,ne,170,0,0,170,56.66666667,5
Tomislav Ćorić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_corica_ministr_2,2017,2017-05-18,2017-05-19,Zadar,2,ne,680,1035,0,1715,571.6666667,5
Tomislav Ćorić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_corica_ministr_2,2017,2017-05-24,2017-05-24,Nin,2,ne,170,0,0,170,56.66666667,5
Tomislav Ćorić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_corica_ministr_2,2017,2017-05-31,2017-05-31,Virovitica,2,ne,170,0,0,170,56.66666667,5
Tomislav Ćorić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_corica_ministr_2,2017,2017-06-05,2017-06-05,Opatija,1,ne,85,0,0,85,42.5,6
Tomislav Ćorić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_corica_ministr_2,2017,2017-06-09,2017-06-10,Vis,1,ne,170,0,0,170,85,6
Tomislav Ćorić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_corica_ministr_2,2017,2017-01-22,2017-01-23,Belgija,1,ne,6341.92,1294.62,0,7636.54,3818.27,1
Tomislav Ćorić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_corica_ministr_2,2017,2017-03-12,2017-03-14,Italija,1,ne,10112.3,2690,0,12802.3,6401.15,3
Tomislav Ćorić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_corica_ministr_2,2017,2017-03-02,2017-03-03,Belgija,1,ne,7799.55,2394.3,0,10193.85,5096.925,3
Tomislav Ćorić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_corica_ministr_2,2017,2017-04-02,2017-04-04,Malta,1,ne,9816.4,3005.23,0,12821.63,6410.815,4
Marko Pavić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_pavica_ministr,2016,,,,,,,,,0,0,
Marko Pavić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_pavica_ministr,2017,2017-06-16,2017-06-18,Šibenik,1,ne,425,1576.86,,2001.86,1000.93,6
Marko Pavić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_pavica_ministr,2017,2017-06-23,2017-06-23,Vukovar,0,ne,0,0,,0,0,6
Marko Pavić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_pavica_ministr,2017,2017-07-03,2017-07-03,Požega,7,ne,745,0,,745,93.125,7
Marko Pavić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_pavica_ministr,2017,2017-07-10,2017-07-11,Metković,5,ne,1275,1530,,2805,467.5,7
Marko Pavić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_pavica_ministr,2017,2017-07-14,2017-07-14,Jastrebarsko,1,ne,0,0,,0,0,7
Marko Pavić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_pavica_ministr,2017,2017-03-30,2017-03-31,Mrežnica,2,ne,150,810,,960,320,3
Marko Pavić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_pavica_ministr,2017,2017-04-11,2017-04-11,Rijeka,3,ne,340,0,,340,85,4
Marko Pavić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_pavica_ministr,2017,2017-04-28,2017-04-28,Opatija,2,ne,0,0,,0,0,4
Marko Pavić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_pavica_ministr,2017,2017-08-25,2017-08-28,Karlovac,2,ne,85,3433,,3518,1172.666667,8
Marko Pavić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_pavica_ministr,2017,2017-08-28,2017-08-28,Split,1,ne,170,0,,170,85,8
Marko Pavić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_pavica_ministr,2017,2017-09-10,2017-09-11,Bednja,8,ne,755,3462,439,4656,517.3333333,9
Marko Pavić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_pavica_ministr,2017,2017-07-06,2017-07-07,BiH,0,ne,3245.4,603.11,85.76,3934.27,3934.27,7
Marko Pavić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_pavica_ministr,2017,2017-08-03,2017-08-07,Islamska Republika,0,ne,8633.24,1615,,10248.24,10248.24,8
Arsen Bauk,Ministarstvo uprave,http://imamopravoznati.org/request/putni_troskovi_za_bauka_ministra,2012,2012-04-04,2012-04-04,Čakovec,3,ne,340,0,0,340,85,4
Arsen Bauk,Ministarstvo uprave,http://imamopravoznati.org/request/putni_troskovi_za_bauka_ministra,2012,2012-04-11,2012-04-11,Slavonski Brod,1,ne,85,0,0,85,42.5,4
Arsen Bauk,Ministarstvo uprave,http://imamopravoznati.org/request/putni_troskovi_za_bauka_ministra,2012,2012-04-19,2012-04-20,"Danilovgrad, Crna Gora",4,ne,0,0,0,0,0,4
Arsen Bauk,Ministarstvo uprave,http://imamopravoznati.org/request/putni_troskovi_za_bauka_ministra,2012,2012-06-08,2012-06-10,Split,1,ne,340,0,0,340,170,6
Arsen Bauk,Ministarstvo uprave,http://imamopravoznati.org/request/putni_troskovi_za_bauka_ministra,2012,2012-08-15,2012-08-17,Stari Grad,1,ne,371,0,0,371,185.5,8
Arsen Bauk,Ministarstvo uprave,http://imamopravoznati.org/request/putni_troskovi_za_bauka_ministra,2012,2012-12-10,2012-12-11,"Sarajevo, Bosna i Hercegovina",1,ne,486.81,731.52,0,1218.33,609.165,12
Davor Ivo Stier,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_stiera_prvog_p,2016,,,Bruxelles,3,ne,16468.81,12648.43,0,29117.24,7279.31,
Davor Ivo Stier,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_stiera_prvog_p,2016,,,Vukovar,0,ne,225,0,0,225,225,
Davor Ivo Stier,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_stiera_prvog_p,2016,,,Bosna i Hercegovina,0,da,1112.49,812.6,0,1925.09,1925.09,
Davor Ivo Stier,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_stiera_prvog_p,2016,,,Huda Jama,0,ne,0,0,0,0,0,
Davor Ivo Stier,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_stiera_prvog_p,2016,,,Budimpešta,3,ne,1730.21,0,0,1730.21,432.5525,
Davor Ivo Stier,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_stiera_prvog_p,2016,,,Varšava,4,ne,21232.86,2805.02,0,24037.88,4807.576,
Davor Ivo Stier,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_stiera_prvog_p,2016,,,Ljubljana,6,ne,752.84,0,0,752.84,107.5485714,
Davor Ivo Stier,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_stiera_prvog_p,2016,,,Bruxelles,5,ne,66797.48,26053.79,0,92851.27,15475.21167,
Davor Ivo Stier,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_stiera_prvog_p,2016,,,Hamburg,2,ne,16106.31,5098.54,0,21204.85,7068.283333,
Davor Ivo Stier,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_stiera_prvog_p,2016,,,Bruxelles,4,ne,19556.95,15782.63,0,35339.58,7067.916,
Davor Ivo Stier,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_stiera_prvog_p,2016,,,Sveta Stolica,4,ne,51389.35,25558.82,0,76948.17,15389.634,
Davor Ivo Stier,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_stiera_prvog_p,2016,,,Hamburg,2,ne,16106.31,5098.54,0,21204.85,7068.283333,
Davor Ivo Stier,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_stiera_prvog_p,2016,,,Split,3,ne,2113,1438,0,3551,887.75,
Davor Ivo Stier,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_stiera_prvog_p,2016,,,Stockholm,4,ne,87925.28,33402.73,0,121328.01,24265.602,
Davor Ivo Stier,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_stiera_prvog_p,2016,,,Valletta,4,da,15604.35,11113.9,0,26718.25,5343.65,
Davor Ivo Stier,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_stiera_prvog_p,2016,,,Bruxelles,3,ne,7063.35,7050.57,0,14113.92,3528.48,
Davor Ivo Stier,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_stiera_prvog_p,2016,,,Bruxelles,4,ne,15517.57,6404.87,0,21922.44,4384.488,
Davor Ivo Stier,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_stiera_prvog_p,2016,,,Munchen,3,ne,28716.39,6235.3,0,34951.69,8737.9225,
Davor Ivo Stier,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_stiera_prvog_p,2016,,,Beč,5,ne,1564.8,0,0,1564.8,260.8,
Davor Ivo Stier,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_stiera_prvog_p,2016,,,Ženeva,2,ne,29473.23,7559.09,0,37032.32,12344.10667,
Davor Ivo Stier,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_stiera_prvog_p,2016,,,Sarajevo,4,da,160,0,0,160,32,
Davor Ivo Stier,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_stiera_prvog_p,2016,,,Washington,4,ne,134430.98,45766.11,0,180197.09,36039.418,
Davor Ivo Stier,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_stiera_prvog_p,2016,,,Bukurešt,4,ne,22279.14,753.94,0,23033.08,4606.616,
Davor Ivo Stier,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_stiera_prvog_p,2016,,,Frankfurt,2,ne,11062.48,1394.2,0,12456.68,4152.226667,
Davor Ivo Stier,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_stiera_prvog_p,2016,,,Bruxelles,3,ne,24779.47,6617.63,0,31397.1,7849.275,
Davor Ivo Stier,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_stiera_prvog_p,2016,,,Neum,1,ne,444.6,0,0,444.6,222.3,
Davor Ivo Stier,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_stiera_prvog_p,2016,,,Bruxelles,4,ne,32547.48,4264.06,0,36811.54,7362.308,
Davor Ivo Stier,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_stiera_prvog_p,2016,,,Varšava,3,da,4347.18,2835.98,0,7183.16,1795.79,
Davor Ivo Stier,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_stiera_prvog_p,2016,,,Malta,3,ne,38190.4,10181.81,0,48372.21,12093.0525,
Davor Ivo Stier,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_stiera_prvog_p,2016,,,Moskva,4,ne,41554.62,11709.73,0,53264.35,10652.87,
Davor Ivo Stier,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_stiera_prvog_p,2016,,,Sofija,3,ne,37293.99,4445.21,0,41739.2,10434.8,
Davor Ivo Stier,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_stiera_prvog_p,2016,,,Bruxelles,1,da,5348.43,4309.85,0,9658.28,4829.14,
Davor Ivo Stier,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_stiera_prvog_p,2016,,,New York,1,ne,43217.9,0,0,43217.9,21608.95,
Davor Ivo Stier,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_stiera_prvog_p,2016,,,Brdo kod Kranja,2,ne,1110.96,0,0,1110.96,370.32,
Davor Ivo Stier,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_stiera_prvog_p,2016,,,Oslo,4,ne,37148.7,0,0,37148.7,7429.74,
Davor Ivo Stier,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_stiera_prvog_p,2016,,,Luksemburg,2,ne,7215.59,4921.2,0,12136.79,4045.596667,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Budimpešta,4,ne,3366.79,841.93,0,4208.72,841.744,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Sarajevo,3,ne,3340.99,1363.5,0,4704.49,1176.1225,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Berlin,4,da,23695.35,0,0,23695.35,4739.07,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Amsterdam,3,ne,25567.07,5195.13,0,30762.2,7690.55,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Podgorica,4,ne,10375.9,2204.32,0,12580.22,2516.044,
